review_id,customer_id,product_name,review_title,review_text,rating,sentiment_label,date_posted,verified_purchase,review_source,language,helpful_votes,region,emotions_detected,aspect_mentioned,keywords
10001,CUST_001,iPhone 15 Pro Max,Excellent téléphone,"J'adore cet iPhone ! La caméra est incroyable et la batterie tient toute la journée.",5,Positif,2024-01-10,Oui,Apple Store,Français,45,France,Joie,"Caméra, Batterie","autonomie, photos, design"
10002,CUST_002,MacBook Air M2,Bien mais...,"Le design est superbe mais je trouve qu'il chauffe un peu trop vite.",3,Neutre,2024-01-12,Oui,Amazon,Français,20,Belgique,Déception,"Performance, Design","chauffe, écran, léger"
10003,CUST_003,AirPods Pro 2,Déçu...,"La qualité sonore est bonne mais ils ne tiennent pas bien dans mes oreilles.",2,Négatif,2024-01-15,Non,Fnac,Français,10,Suisse,Colère,"Confort, Son","oreilles, qualité sonore, confort"
10004,CUST_004,iPad Pro 12.9,Superbe performance,"L'écran est magnifique et le stylet fonctionne à merveille pour mes dessins.",5,Positif,2024-01-20,Oui,Apple Store,Français,60,Canada,Joie,"Écran, Stylet","dessins, précision, fluidité"
10005,CUST_005,Apple Watch Series 9,Pas satisfait,"La batterie ne tient pas longtemps, je dois la recharger tous les jours.",2,Négatif,2024-01-22,Oui,Darty,Français,30,France,Frustration,"Batterie, Autonomie","recharge, autonomie, santé"
10006,CUST_006,iPhone 14,Bon rapport qualité-prix,"Performances correctes, mais je trouve l'écran moins lumineux que prévu.",4,Neutre,2024-01-25,Oui,Amazon,Français,15,France,Satisfaction,"Écran, Performance","luminosité, fluidité, rapidité"
10007,CUST_007,MacBook Pro M1,Impressionnant,"Très fluide et rapide, parfait pour mon travail de graphisme.",5,Positif,2024-02-01,Oui,Apple Store,Français,50,France,Joie,"Performance, Design","puissance, autonomie, design"
10008,CUST_008,AirPods Max,Trop cher pour la qualité,"Son correct, mais le prix est excessif pour ce que c'est.",3,Neutre,2024-02-05,Non,Fnac,Français,25,France,Déception,"Prix, Son","qualité sonore, prix élevé, confort"
10009,CUST_009,iPad Air 5,Très pratique,"Excellent pour prendre des notes en cours, léger et puissant.",5,Positif,2024-02-10,Oui,Amazon,Français,40,Belgique,Joie,"Portabilité, Stylet","légèreté, puissance, note"
10010,CUST_010,Apple Watch SE,Bonne montre,"Très bon suivi de la santé, mais autonomie un peu juste.",4,Positif,2024-02-12,Oui,Darty,Français,35,Suisse,Satisfaction,"Santé, Autonomie","fitness, suivi, recharge"
10091,CUST_091,HomePod,Son exceptionnel,"Superbe qualité audio, parfait pour mon salon.",5,Positif,2024-06-25,Oui,Amazon,Français,48,France,Joie,"Son, Design","musique, salon, connectivité"
10092,CUST_092,MacBook Pro 14,Magnifique écran,"L'écran est splendide mais le poids est un peu élevé.",4,Positif,2024-06-28,Oui,Apple Store,Français,34,Belgique,Satisfaction,"Écran, Poids","lumière, couleur, transport"
10093,CUST_093,AirPods Pro 2,Batterie moyenne,"Bonne isolation sonore mais la batterie s'épuise vite.",3,Neutre,2024-07-02,Non,Fnac,Français,29,France,Déception,"Batterie, Confort","recharge, autonomie, qualité"
10094,CUST_094,Apple Watch Series 8,Satisfaction globale,"Fonctions sportives au top, mais design classique.",4,Positif,2024-07-05,Oui,Darty,Français,32,Suisse,Satisfaction,"Fonctions, Design","sport, suivi, fitness"
10095,CUST_095,MacBook Air M2,Léger et rapide,"Super ordinateur portable pour les étudiants.",5,Positif,2024-07-08,Oui,Amazon,Français,41,France,Joie,"Poids, Performance","étudiant, travail, transport"
10096,CUST_096,Apple TV 4K,Bon produit,"Bonne qualité d'image, mais peu d'applications disponibles.",3,Neutre,2024-07-12,Oui,Apple Store,Français,19,Belgique,Déception,"Qualité, Applications","streaming, contenu, image"
10097,CUST_097,iPad Pro 11,Utilisation facile,"Très intuitif et rapide, mais un peu fragile.",4,Positif,2024-07-15,Oui,Fnac,Français,38,Canada,Satisfaction,"Écran, Portabilité","léger, rapide, écran"
10098,CUST_098,iPhone 13 Mini,Parfait pour moi,"Petit format pratique, mais batterie faible.",4,Positif,2024-07-18,Oui,Amazon,Français,45,France,Satisfaction,"Taille, Batterie","autonomie, transport, pratique"
10099,CUST_099,AirPods 2,Bon rapport qualité-prix,"Pas de réduction de bruit, mais bon son.",3,Neutre,2024-07-20,Non,Darty,Français,21,Suisse,Déception,"Son, Fonctionnalités","prix, son, réduction bruit"
10100,CUST_100,Mac Studio,Excellent produit,"Machine puissante, idéale pour le montage vidéo.",5,Positif,2024-07-25,Oui,Apple Store,Français,55,France,Joie,"Performance, Rapidité","vidéo, montage, puissance"
10101,CUST_101,iPhone 13 Pro,Super téléphone,"La performance est incroyable, et les photos sont magnifiques même en basse lumière.",5,Positif,2024-06-01,Oui,Apple Store,Français,40,France,Joie,"Performance, Caméra","photo, rapidité, batterie"
10102,CUST_102,MacBook Pro 16,Excellent produit,"Parfait pour le montage vidéo, fluide et rapide.",5,Positif,2024-06-03,Oui,Amazon,Français,35,Belgique,Joie,"Performance, Batterie","vidéo, puissance, autonomie"
10103,CUST_103,AirPods 3,Bonne qualité audio,"Le son est clair et net, mais ils tombent parfois.",4,Positif,2024-06-05,Oui,Fnac,Français,28,Suisse,Satisfaction,"Son, Confort","qualité sonore, autonomie, bluetooth"
10104,CUST_104,Apple Watch Ultra,Trop imposante,"Très performante mais un peu trop grosse pour mon poignet.",3,Neutre,2024-06-08,Non,Darty,Français,15,Canada,Déception,"Taille, Design","poids, sport, batterie"
10105,CUST_105,iPad Mini 6,Idéal pour voyager,"Léger et pratique, idéal pour lire et naviguer.",5,Positif,2024-06-10,Oui,Apple Store,Français,30,France,Joie,"Portabilité, Écran","léger, transport, livre"
10106,CUST_106,HomePod Mini,Pas mal,"Bon son mais manque un peu de puissance pour les basses.",4,Positif,2024-06-12,Oui,Amazon,Français,22,France,Satisfaction,"Son, Fonctionnalités","musique, connectivité, design"
10107,CUST_107,Mac Mini M1,Efficace,"Parfait pour le télétravail, rapide et silencieux.",5,Positif,2024-06-15,Oui,Fnac,Français,27,Belgique,Joie,"Performance, Silence","travail, puissance, compact"
10108,CUST_108,iPhone 12,Bien mais fragile,"Bon téléphone, mais l'écran s'est fissuré facilement.",3,Neutre,2024-06-18,Non,Darty,Français,18,Suisse,Frustration,"Écran, Solidité","fragile, chute, écran"
10109,CUST_109,MacBook Air M1,Déception","L'autonomie annoncée n'est pas au rendez-vous.",2,Négatif,2024-06-20,Oui,Apple Store,Français,10,France,Déception,"Autonomie, Batterie","batterie, autonomie, charge"
10110,CUST_110,Apple Watch Series 7,Satisfait,"Fonctions de suivi sportif très complètes.",5,Positif,2024-06-22,Oui,Amazon,Français,33,France,Joie,"Sport, Suivi","fitness, santé, autonomie"
10111,CUST_111,AirPods Pro,Isolation incroyable,"Réduction de bruit impressionnante, très satisfait.",5,Positif,2024-06-25,Oui,Fnac,Français,45,Belgique,Joie,"Son, Réduction de bruit","bruit, qualité, confort"
10112,CUST_112,iPad 10,Bon produit,"Bon écran mais un peu lourd pour une utilisation prolongée.",4,Positif,2024-06-27,Oui,Darty,Français,21,Suisse,Satisfaction,"Écran, Poids","lecture, vidéo, autonomie"
10113,CUST_113,Mac Studio,Performance de rêve,"Un vrai monstre de puissance pour les professionnels.",5,Positif,2024-06-30,Oui,Apple Store,Français,40,France,Joie,"Performance, Rapidité","vidéo, graphisme, montage"
10114,CUST_114,iPhone SE,Compact mais limité,"Petit format pratique, mais manque de fonctionnalités modernes.",3,Neutre,2024-07-01,Non,Amazon,Français,25,Canada,Déception,"Taille, Fonctionnalités","transport, pratique, appareil photo"
10115,CUST_115,Apple TV 4K,Belle image,"Image magnifique mais interface un peu lente.",4,Positif,2024-07-03,Oui,Fnac,Français,29,France,Satisfaction,"Qualité, Interface","films, séries, streaming"
10116,CUST_116,AirPods Max,Son exceptionnel,"Excellent son, mais le prix est vraiment élevé.",4,Neutre,2024-07-05,Non,Darty,Français,20,Belgique,Déception,"Son, Prix","casque, musique, design"
10117,CUST_117,MacBook Pro 13,Travail efficace,"Idéal pour le télétravail, rapide et fiable.",5,Positif,2024-07-07,Oui,Apple Store,Français,39,Suisse,Joie,"Performance, Batterie","travail, autonomie, transport"
10118,CUST_118,iPhone 14 Pro,Superbe photo","Photos magnifiques mais autonomie moyenne.",4,Positif,2024-07-10,Oui,Amazon,Français,37,France,Satisfaction,"Caméra, Batterie","photos, autonomie, rapidité"
10119,CUST_119,iPad Pro 12.9,Bonne expérience,"Puissant mais trop encombrant pour une utilisation quotidienne.",3,Neutre,2024-07-12,Oui,Fnac,Français,28,France,Déception,"Écran, Portabilité","travail, dessin, grand écran"
10120,CUST_120,Apple Watch SE,Pratique","Bonne autonomie mais écran peu lisible en plein soleil.",3,Neutre,2024-07-15,Oui,Darty,Français,30,France,Déception,"Autonomie, Écran","soleil, visibilité, autonomie"
10201,CUST_121,MacBook Air M2,Super léger,"Très satisfait du poids, mais le prix est un peu élevé.",4,Positif,2024-07-16,Oui,Apple Store,Français,33,France,Satisfaction,"Portabilité, Prix","léger, transport, écran"
10202,CUST_122,iPhone 13,Bonne autonomie,"Tient facilement la journée, très pratique.",5,Positif,2024-07-17,Oui,Amazon,Français,42,Belgique,Joie,"Batterie, Performance","autonomie, charge, fluide"
10203,CUST_123,Apple Pencil 2,Excellent pour dessiner,"Réactif et précis, mais un peu cher.",4,Positif,2024-07-18,Oui,Fnac,Français,25,Suisse,Satisfaction,"Précision, Prix","dessin, tablette, prise en main"
10204,CUST_124,Apple Watch Series 8,Trop chère,"Fonctionnalités intéressantes mais prix exagéré.",3,Neutre,2024-07-19,Non,Darty,Français,18,France,Frustration,"Prix, Fonctionnalités","sport, santé, suivi"
10205,CUST_125,AirPods 2,Batterie décevante,"Se décharge trop rapidement après quelques mois.",2,Négatif,2024-07-20,Non,Amazon,Français,20,Canada,Déception,"Batterie, Autonomie","écoute, musique, bluetooth"
10206,CUST_126,Mac Studio,Performances impressionnantes,"Idéal pour le montage vidéo, aucun ralentissement.",5,Positif,2024-07-21,Oui,Apple Store,Français,50,France,Joie,"Performance, Rapidité","vidéo, graphisme, puissance"
10207,CUST_127,iPad Air 5,Bon compromis,"Entre légèreté et puissance, parfait pour voyager.",5,Positif,2024-07-22,Oui,Fnac,Français,38,Suisse,Joie,"Portabilité, Performance","lecture, dessin, rapide"
10208,CUST_128,iPhone 11,Qualité correcte,"Photos acceptables mais téléphone un peu lent.",3,Neutre,2024-07-23,Non,Darty,Français,17,Belgique,Déception,"Performance, Caméra","photo, autonomie, écran"
10209,CUST_129,HomePod 2,Bonne ambiance sonore,"Le son est vraiment immersif dans la maison.",5,Positif,2024-07-24,Oui,Amazon,Français,29,France,Joie,"Son, Design","musique, enceinte, connectivité"
10210,CUST_130,Apple Magic Keyboard,Déçu par le prix,"Trop cher pour ce que c'est, mais bon confort de frappe.",3,Neutre,2024-07-25,Non,Fnac,Français,15,France,Déception,"Prix, Confort","clavier, bureau, ergonomie"
10211,CUST_131,iMac 24 pouces,Joli mais limité,"Très beau design mais manque de puissance pour le prix.",3,Neutre,2024-07-26,Oui,Apple Store,Français,23,Suisse,Frustration,"Design, Performance","bureautique, écran, rapide"
10212,CUST_132,AirPods Pro 2,Bonne amélioration,"Amélioration du son par rapport à la première version.",5,Positif,2024-07-27,Oui,Amazon,Français,40,France,Joie,"Son, Confort","musique, réduction bruit, autonomie"
10213,CUST_133,Apple Watch Ultra,Parfaite pour le sport,"Très précise et robuste, parfaite pour mes activités.",5,Positif,2024-07-28,Oui,Fnac,Français,36,Canada,Joie,"Sport, Robustesse","randonnée, fitness, performance"
10214,CUST_134,iPhone XR,Obsolète en 2024,"Commence à ralentir et l'autonomie est mauvaise.",2,Négatif,2024-07-29,Non,Darty,Français,14,Belgique,Déception,"Performance, Batterie","lent, charge, application"
10215,CUST_135,MacBook Pro 14,Excellente qualité,"Rapide et fiable pour le travail quotidien.",5,Positif,2024-07-30,Oui,Apple Store,Français,45,France,Joie,"Performance, Batterie","bureautique, puissance, léger"
10216,CUST_136,Apple TV 4K,Manque d'applications,"Bonne qualité d'image mais trop d'apps manquent.",3,Neutre,2024-07-31,Non,Amazon,Français,20,France,Déception,"Applications, Interface","films, séries, streaming"
10217,CUST_137,MacBook Air M1,Parfait pour étudier,"Léger et rapide, idéal pour les étudiants.",5,Positif,2024-08-01,Oui,Fnac,Français,37,Suisse,Joie,"Portabilité, Autonomie","études, légèreté, autonomie"
10218,CUST_138,Apple Watch SE,Moyen,"Pas mal mais quelques bugs dans le suivi sportif.",3,Neutre,2024-08-02,Non,Darty,Français,22,Canada,Déception,"Suivi, Fiabilité","santé, course, tracking"
10219,CUST_139,AirPods Max,Confort exceptionnel,"Très agréables à porter, mais un peu lourds.",4,Positif,2024-08-03,Oui,Amazon,Français,32,France,Satisfaction,"Confort, Poids","musique, design, bluetooth"
10220,CUST_140,iPhone 15 Pro,Top mais cher,"Excellente caméra et performance, mais prix élevé.",4,Positif,2024-08-04,Oui,Apple Store,Français,39,France,Satisfaction,"Caméra, Prix","photo, vidéo, performance"
10221,CUST_141,iPhone SE 2022,Bon rapport qualité/prix,"Fait le job pour un téléphone compact.",4,Positif,2024-08-05,Oui,Amazon,Français,28,France,Satisfaction,"Prix, Taille","compact, efficace, rapide"
10222,CUST_142,Mac Mini M2,Parfait pour le travail,"Très puissant et silencieux, idéal pour la maison.",5,Positif,2024-08-06,Oui,Apple Store,Français,41,France,Joie,"Performance, Bruit","bureautique, silencieux, rapide"
10223,CUST_143,Apple Watch 9,Design moderne,"Très élégante mais autonomie limitée.",3,Neutre,2024-08-07,Non,Darty,Français,20,Belgique,Déception,"Design, Autonomie","mode, batterie, écran"
10224,CUST_144,iPhone 12 Pro,Bonne expérience,"Fluidité impressionnante, mais chauffe un peu.",4,Positif,2024-08-08,Oui,Fnac,Français,35,Canada,Satisfaction,"Performance, Chaleur","vidéo, photo, application"
10225,CUST_145,MacBook Air M1,Idéal pour étudiants,"Bon pour la prise de notes et les cours en ligne.",5,Positif,2024-08-09,Oui,Apple Store,Français,50,France,Joie,"Portabilité, Autonomie","étudiant, clavier, zoom"
10226,CUST_146,AirPods 3,Pas mal,"Le son est correct, mais manque de basses.",3,Neutre,2024-08-10,Non,Amazon,Français,16,Suisse,Déception,"Son, Basses","musique, bluetooth, batterie"
10227,CUST_147,Apple iPad Pro 12.9,Puissant mais cher,"Super écran, mais le prix est trop élevé.",4,Positif,2024-08-11,Oui,Fnac,Français,33,France,Frustration,"Écran, Prix","graphisme, lecture, stylus"
10228,CUST_148,iPhone 14 Plus,Bon téléphone,"Photos magnifiques mais autonomie moyenne.",4,Positif,2024-08-12,Oui,Darty,Français,30,Canada,Satisfaction,"Caméra, Batterie","photo, vidéo, portrait"
10229,CUST_149,Apple Magic Mouse,Ergonomique mais chère,"Bonne prise en main, mais le prix est excessif.",3,Neutre,2024-08-13,Non,Fnac,Français,15,Belgique,Déception,"Confort, Prix","travail, design, souris"
10230,CUST_150,Apple Mac Studio Ultra,Une bête de course,"Machine ultra puissante, satisfait à 100%.",5,Positif,2024-08-14,Oui,Apple Store,Français,45,France,Joie,"Performance, Rapidité","montage, graphisme, rendu"
10231,CUST_151,iPhone 13 Mini,Petit et puissant,"Super taille pour une utilisation à une main.",5,Positif,2024-08-15,Oui,Amazon,Français,38,Suisse,Joie,"Taille, Performance","compact, léger, pratique"
10232,CUST_152,Apple TV HD,Simple d'utilisation,"Interface intuitive, mais quelques bugs.",4,Positif,2024-08-16,Non,Darty,Français,22,France,Déception,"Interface, Fiabilité","films, séries, streaming"
10233,CUST_153,Apple Watch Ultra,Trop grosse,"Pas adaptée aux petits poignets, mais robuste.",3,Neutre,2024-08-17,Oui,Fnac,Français,19,Canada,Déception,"Taille, Solidité","sport, extérieur, plongée"
10234,CUST_154,Apple AirTag,Très utile,"M'aide à retrouver mes objets facilement.",5,Positif,2024-08-18,Oui,Apple Store,Français,29,France,Joie,"Utilité, Précision","objet, localisation, rapide"
10235,CUST_155,iPhone X,Encore performant,"Fonctionne bien malgré les années.",4,Positif,2024-08-19,Non,Amazon,Français,27,Belgique,Satisfaction,"Performance, Durabilité","fiabilité, photos, fluide"
10236,CUST_156,Apple Smart Keyboard,Déception totale,"Ne fonctionne plus après 6 mois.",1,Négatif,2024-08-20,Non,Darty,Français,13,France,Colère,"Fiabilité, Prix","clavier, tablette, fragilité"
10237,CUST_157,Apple MacBook Pro 16,Pour les pros,"Idéal pour le montage vidéo, autonomie impressionnante.",5,Positif,2024-08-21,Oui,Apple Store,Français,48,Canada,Joie,"Performance, Batterie","vidéo, édition, rapide"
10238,CUST_158,Apple AirPods Pro,Bruit ambiant réduit,"Excellente réduction de bruit, mais confort moyen.",4,Positif,2024-08-22,Oui,Fnac,Français,35,France,Satisfaction,"Confort, Isolation","musique, voyage, isolation"
10239,CUST_159,iPad Mini 6,Format parfait,"Pratique et léger, idéal pour les voyages.",5,Positif,2024-08-23,Oui,Darty,Français,40,Suisse,Joie,"Taille, Poids","lecture, voyage, portabilité"
10240,CUST_160,Apple Magic Trackpad,Trop sensible,"Bonne qualité mais le toucher est trop sensible.",3,Neutre,2024-08-24,Non,Amazon,Français,17,Belgique,Frustration,"Sensation, Qualité","bureau, précision, tactile"
10241,CUST_161,iPhone 15 Pro Max,Expérience incroyable,"L'appareil photo est bluffant, mais le poids est un peu élevé.",4,Positif,2024-08-25,Oui,Apple Store,Français,42,France,Satisfaction,"Caméra, Poids","photo, vidéo, premium"
10242,CUST_162,Apple Pencil 2,Un vrai plaisir,"Très réactif et précis, parfait pour dessiner.",5,Positif,2024-08-26,Oui,Fnac,Français,38,Canada,Joie,"Précision, Utilisation","dessin, tablette, précision"
10243,CUST_163,MacBook Pro M2,Excellent mais cher,"Puissant mais le prix est vraiment excessif.",4,Positif,2024-08-27,Non,Amazon,Français,25,France,Frustration,"Prix, Performance","travail, bureautique, design"
10244,CUST_164,AirPods Max,Son impressionnant,"Qualité sonore au top, mais un peu lourd.",4,Positif,2024-08-28,Oui,Darty,Français,30,Belgique,Satisfaction,"Son, Confort","musique, casque, bluetooth"
10245,CUST_165,Apple HomePod Mini,Bon son pour la taille,"Petit mais puissant, je recommande.",5,Positif,2024-08-29,Oui,Apple Store,Français,50,France,Joie,"Son, Taille","smart home, enceinte, connexion"
10246,CUST_166,iPhone 11,Encore performant,"Marche toujours bien après 4 ans d'utilisation.",4,Positif,2024-08-30,Non,Fnac,Français,22,France,Satisfaction,"Durabilité, Batterie","photo, autonomie, fluide"
10247,CUST_167,Apple MacBook Air M2,Ultra portable,"Léger et puissant, facile à transporter.",5,Positif,2024-08-31,Oui,Amazon,Français,44,Suisse,Joie,"Portabilité, Performance","voyage, étudiant, léger"
10248,CUST_168,Apple Watch SE,Bon rapport qualité/prix,"Fait le job pour un usage quotidien.",4,Positif,2024-09-01,Oui,Darty,Français,32,Canada,Satisfaction,"Prix, Fonctionnalité","sport, notifications, santé"
10249,CUST_169,Apple Magic Keyboard,Trop cher,"Bonne qualité mais trop coûteux pour ce que c'est.",3,Neutre,2024-09-02,Non,Fnac,Français,18,Belgique,Déception,"Prix, Confort","bureau, clavier, frappe"
10250,CUST_170,Apple AirPods 2,Correct sans plus,"Le son est bon mais la batterie se décharge vite.",3,Neutre,2024-09-03,Non,Amazon,Français,27,France,Déception,"Batterie, Son","écouteurs, musique, autonomie"
10251,CUST_171,iPad Air 2022,Idéal pour les étudiants,"Léger et puissant pour la prise de notes.",5,Positif,2024-09-04,Oui,Apple Store,Français,46,France,Joie,"Poids, Utilisation","notes, productivité, clavier"
10252,CUST_172,iPhone XR,Robuste et fiable,"Résistant aux chocs, tient bien dans le temps.",4,Positif,2024-09-05,Oui,Darty,Français,40,Canada,Satisfaction,"Fiabilité, Solidité","écran, design, robustesse"
10253,CUST_173,Apple AirTag,Pas toujours précis,"Il se trompe parfois de localisation.",3,Neutre,2024-09-06,Non,Fnac,Français,21,Suisse,Frustration,"Précision, Localisation","objet, tracker, fiabilité"
10254,CUST_174,Mac Mini M1,Excellent investissement,"Rapide et silencieux pour un usage quotidien.",5,Positif,2024-09-07,Oui,Amazon,Français,45,France,Joie,"Vitesse, Bruit","travail, maison, efficacité"
10255,CUST_175,Apple Watch Series 7,Trop fragile,"L'écran se raye facilement malgré le prix.",2,Négatif,2024-09-08,Non,Apple Store,Français,16,France,Colère,"Durabilité, Prix","verre, qualité, rayures"
10256,CUST_176,iPhone 8,Obsolète mais fonctionnel,"Encore utilisable mais commence à ralentir.",3,Neutre,2024-09-09,Non,Amazon,Français,20,Belgique,Déception,"Performance, Vieillissement","appels, messages, applications"
10257,CUST_177,Apple AirPods Pro 2,Expérience immersive,"Annulation de bruit parfaite, très satisfait.",5,Positif,2024-09-10,Oui,Darty,Français,55,Canada,Joie,"Confort, Isolation","musique, avion, trajets"
10258,CUST_178,MacBook Air 13,Bon compromis,"Léger mais manque un peu de puissance pour du pro.",4,Positif,2024-09-11,Oui,Fnac,Français,38,France,Satisfaction,"Poids, Puissance","bureautique, étudiant, voyages"
