review_id,customer_id,product_name,review_title,review_text,rating,sentiment_label,date_posted,verified_purchase,review_source,language,helpful_votes,region,emotions_detected,aspect_mentioned,keywords
10259,CUST_179,Apple iPad 10,Super pour le prix,"Parfait pour regarder des films et lire.",5,Positif,2024-09-12,Oui,Apple Store,Français,42,Suisse,Joie,"Écran, Prix","films, streaming, confort"
10260,CUST_180,Apple Watch SE 2,Bon pour les débutants,"Fonctionnalités de base satisfaisantes.",4,Positif,2024-09-13,Oui,Amazon,Français,29,France,Satisfaction,"Prix, Fonctionnalité","sport, suivi, simplicité"
10261,CUST_181,iPhone 14 Pro,Performances exceptionnelles,"Super rapide, parfait pour le multitâche.",5,Positif,2024-09-14,Oui,Apple Store,Français,60,France,Joie,"Performance, Multitâche","fluidité, rapidité, puissance"
10262,CUST_182,Apple MacBook Pro 16,Écran magnifique,"La qualité d'affichage est impressionnante.",5,Positif,2024-09-15,Oui,Fnac,Français,45,Suisse,Admiration,"Écran, Qualité","rétina, couleur, netteté"
10263,CUST_183,AirPods Pro,Super confort,"Très agréables à porter toute la journée.",5,Positif,2024-09-16,Oui,Amazon,Français,55,Belgique,Joie,"Confort, Autonomie","écouteurs, musique, confort"
10264,CUST_184,iPad Mini,Bon compromis,"Petit et puissant, facile à transporter.",4,Positif,2024-09-17,Oui,Darty,Français,38,France,Satisfaction,"Taille, Performance","tablette, lecture, voyage"
10265,CUST_185,Apple TV 4K,Expérience immersive,"Image fluide et son exceptionnel.",5,Positif,2024-09-18,Oui,Apple Store,Français,47,Canada,Joie,"Image, Son","films, streaming, qualité"
10266,CUST_186,Mac Studio,Machine de guerre,"Puissance impressionnante pour la vidéo.",5,Positif,2024-09-19,Oui,Fnac,Français,50,France,Admiration,"Puissance, Performance","montage, travail, rendu"
10267,CUST_187,Apple AirPods 3,Bonne qualité sonore,"Un bon équilibre entre basses et aigus.",4,Positif,2024-09-20,Non,Amazon,Français,32,Belgique,Satisfaction,"Son, Qualité","musique, appels, bluetooth"
10268,CUST_188,iPhone 12 Mini,Idéal pour une main,"Petit format mais puissant.",5,Positif,2024-09-21,Oui,Darty,Français,42,France,Joie,"Taille, Performance","compact, léger, rapide"
10269,CUST_189,Apple Watch Ultra,Déçu par l'autonomie,"Bonne montre mais autonomie limitée.",3,Neutre,2024-09-22,Non,Apple Store,Français,28,France,Déception,"Batterie, Fonctionnalité","sport, suivi, santé"
10270,CUST_190,Apple Pencil,Précis mais fragile,"Excellent pour dessiner mais fragile.",4,Neutre,2024-09-23,Non,Fnac,Français,25,Suisse,Frustration,"Précision, Solidité","dessin, écriture, tablette"
10271,CUST_191,MacBook Pro M3,Cher mais puissant,"Excellent mais un peu trop coûteux.",4,Neutre,2024-09-24,Non,Amazon,Français,31,France,Déception,"Prix, Performance","travail, montage, autonomie"
10272,CUST_192,Apple HomePod,Excellent son,"Parfait pour la musique à la maison.",5,Positif,2024-09-25,Oui,Darty,Français,48,Canada,Joie,"Son, Utilisation","enceinte, maison, smart"
10273,CUST_193,iPhone SE,Bon rapport qualité/prix,"Fait le travail pour un prix raisonnable.",4,Positif,2024-09-26,Oui,Apple Store,Français,40,Belgique,Satisfaction,"Prix, Performance","compact, léger, budget"
10274,CUST_194,Apple iMac 24,Design époustouflant,"Bel écran, mais manque de puissance pour le pro.",4,Positif,2024-09-27,Oui,Fnac,Français,37,France,Satisfaction,"Design, Écran","travail, design, photo"
10275,CUST_195,AirPods Max,Un peu trop encombrant,"Bon son, mais trop lourd pour les longs trajets.",3,Neutre,2024-09-28,Non,Amazon,Français,22,France,Déception,"Confort, Taille","musique, voyage, casque"
10276,CUST_196,Apple Watch Series 6,Pas d'évolution majeure,"Très bien mais trop similaire aux modèles précédents.",3,Neutre,2024-09-29,Non,Darty,Français,20,Suisse,Frustration,"Innovation, Fonctionnalité","sport, santé, suivi"
10277,CUST_197,Apple AirTag,Utile pour les clés,"Très pratique pour ne pas perdre mes affaires.",5,Positif,2024-09-30,Oui,Apple Store,Français,45,France,Joie,"Utilité, Localisation","tracking, objets, sécurité"
10278,CUST_198,MacBook Pro 14,Autonomie incroyable,"Batterie qui tient toute la journée, impressionné.",5,Positif,2024-10-01,Oui,Fnac,Français,50,Canada,Admiration,"Autonomie, Performance","travail, étudiant, productivité"
10279,CUST_199,Apple Magic Mouse,Trop sensible,"Difficile à utiliser à cause de la sensibilité.",3,Neutre,2024-10-02,Non,Amazon,Français,15,Belgique,Frustration,"Sensibilité, Ergonomie","bureau, design, confort"
10280,CUST_200,Apple AirPods Pro 2,Idéal pour le sport,"Reste bien en place pendant les entraînements.",5,Positif,2024-10-03,Oui,Darty,Français,52,France,Joie,"Confort, Qualité","sport, musique, exercices"
10281,CUST_201,MacBook Air M2,Performances bluffantes,"Super léger et puissant, parfait pour les déplacements.",5,Positif,2024-10-04,Oui,Apple Store,Français,58,France,Joie,"Légèreté, Performance","autonomie, design, rapide"
10282,CUST_202,iPhone 13 Pro Max,Autonomie exceptionnelle,"Je peux l'utiliser toute la journée sans problème.",5,Positif,2024-10-05,Oui,Fnac,Français,63,Belgique,Admiration,"Autonomie, Batterie","usage, journée, charge"
10283,CUST_203,Apple Watch SE,Simple mais efficace,"Idéale pour ceux qui ne veulent pas trop dépenser.",4,Positif,2024-10-06,Oui,Amazon,Français,42,Suisse,Satisfaction,"Prix, Fonctionnalités","santé, sport, budget"
10284,CUST_204,Apple Pencil 2,Parfait pour les artistes,"Précision au top, un vrai plaisir pour dessiner.",5,Positif,2024-10-07,Oui,Darty,Français,56,France,Joie,"Précision, Utilisation","dessin, créativité, tablette"
10285,CUST_205,iPhone XR,Un bon compromis,"Rapport qualité/prix imbattable.",4,Positif,2024-10-08,Oui,Apple Store,Français,50,France,Satisfaction,"Prix, Performance","budget, quotidien, fluide"
10286,CUST_206,Mac Mini M1,Super silencieux,"Puissance et discrétion au rendez-vous.",5,Positif,2024-10-09,Oui,Fnac,Français,39,Canada,Joie,"Silence, Performance","travail, bureautique, rapide"
10287,CUST_207,Apple AirPods,Bonne qualité audio,"Son clair, mais autonomie moyenne.",4,Neutre,2024-10-10,Non,Amazon,Français,35,France,Satisfaction,"Son, Batterie","écouteurs, appels, musique"
10288,CUST_208,Apple Watch Series 7,Trop fragile,"L'écran s'est fissuré après une chute légère.",2,Négatif,2024-10-11,Non,Darty,Français,20,Belgique,Frustration,"Solidité, Design","montre, sport, durabilité"
10289,CUST_209,iPad Pro 12.9,Écran magnifique,"Qualité d'affichage exceptionnelle, parfait pour le graphisme.",5,Positif,2024-10-12,Oui,Apple Store,Français,55,Suisse,Admiration,"Écran, Performance","travail, design, vidéo"
10290,CUST_210,Apple Magic Keyboard,Très confortable,"Parfait pour de longues heures de frappe.",5,Positif,2024-10-13,Oui,Fnac,Français,45,France,Joie,"Confort, Ergonomie","travail, écriture, design"
10291,CUST_211,iPhone 11,Encore très bon en 2024,"Fait toujours très bien le job.",4,Positif,2024-10-14,Oui,Amazon,Français,40,France,Satisfaction,"Durabilité, Performance","usage, quotidien, rapide"
10292,CUST_212,MacBook Pro 13,Clavier décevant,"Touché des touches peu agréable.",3,Neutre,2024-10-15,Non,Darty,Français,25,France,Frustration,"Clavier, Ergonomie","travail, bureautique, frappe"
10293,CUST_213,Apple Watch Ultra,Idéale pour les sportifs,"Super autonomie et nombreuses fonctionnalités santé.",5,Positif,2024-10-16,Oui,Apple Store,Français,60,France,Joie,"Fonctionnalités, Autonomie","sport, suivi, santé"
10294,CUST_214,iPad Air,Bien mais cher,"Bonne tablette, mais prix un peu élevé.",4,Neutre,2024-10-17,Non,Fnac,Français,33,Belgique,Déception,"Prix, Performance","lecture, voyage, budget"
10295,CUST_215,AirPods Max,Son exceptionnel,"Un son incroyable, mais casque un peu lourd.",4,Positif,2024-10-18,Oui,Amazon,Français,47,France,Admiration,"Son, Confort","musique, travail, confort"
10296,CUST_216,Apple HomePod Mini,Bonne enceinte,"Excellent son dans un format compact.",5,Positif,2024-10-19,Oui,Darty,Français,52,Canada,Joie,"Son, Taille","maison, musique, smart"
10297,CUST_217,Apple Watch 8,Pas d'amélioration majeure,"Peu de nouveautés par rapport au modèle précédent.",3,Neutre,2024-10-20,Non,Apple Store,Français,28,France,Frustration,"Innovation, Fonctionnalité","sport, santé, suivi"
10298,CUST_218,Mac Studio,Trop cher pour un usage quotidien,"Puissant mais surdimensionné pour la plupart des gens.",3,Neutre,2024-10-21,Non,Fnac,Français,22,France,Déception,"Prix, Utilisation","montage, budget, puissance"
10299,CUST_219,iPhone 15,Batterie décevante,"Trop de décharges rapides malgré une utilisation normale.",2,Négatif,2024-10-22,Non,Amazon,Français,19,France,Frustration,"Batterie, Performance","autonomie, charge, usage"
10300,CUST_220,Apple iMac 27,Superbe design,"Bel écran, mais manque de connectiques.",4,Neutre,2024-10-23,Oui,Darty,Français,41,Suisse,Satisfaction,"Design, Fonctionnalité","travail, écran, connectique"
10301,CUST_221,MacBook Pro 16,Puissant mais encombrant,"Idéal pour le montage vidéo, mais un peu lourd à transporter.",4,Positif,2024-10-24,Oui,Apple Store,Français,48,France,Satisfaction,"Performance, Mobilité","vidéo, montage, poids"
10302,CUST_222,iPhone 14 Pro,La meilleure caméra,"Photos incroyables même en basse lumière.",5,Positif,2024-10-25,Oui,Fnac,Français,65,Belgique,Admiration,"Caméra, Qualité","photo, nuit, pro"
10303,CUST_223,Apple TV 4K,Interface fluide,"Simple d'utilisation et rapide à naviguer.",5,Positif,2024-10-26,Oui,Amazon,Français,38,Canada,Joie,"Interface, Performance","streaming, TV, rapide"
10304,CUST_224,AirPods Pro,Annulation de bruit incroyable,"Super pour les trajets en avion.",5,Positif,2024-10-27,Oui,Darty,Français,53,France,Joie,"Bruit, Confort","avion, musique, travail"
10305,CUST_225,iPad Mini,Parfait pour les voyages,"Petit et pratique, facile à emporter partout.",5,Positif,2024-10-28,Oui,Apple Store,Français,49,France,Joie,"Taille, Mobilité","voyage, compact, léger"
10306,CUST_226,Apple Magic Mouse,Trop chère pour ce que c'est,"Jolie, mais manque d'ergonomie.",3,Neutre,2024-10-29,Non,Fnac,Français,22,Belgique,Déception,"Prix, Ergonomie","souris, design, confort"
10307,CUST_227,MacBook Air M1,Très bonne autonomie,"Parfait pour les étudiants.",5,Positif,2024-10-30,Oui,Amazon,Français,58,Suisse,Joie,"Autonomie, Performance","études, quotidien, batterie"
10308,CUST_228,iPhone SE 2022,Bon rapport qualité/prix,"Fait le job sans fioritures.",4,Positif,2024-10-31,Oui,Darty,Français,34,France,Satisfaction,"Prix, Simplicité","budget, quotidien, fluide"
10309,CUST_229,Apple AirTag,Utile mais limité,"Fonctionne bien mais dépend de l'écosystème Apple.",4,Neutre,2024-11-01,Oui,Apple Store,Français,29,France,Satisfaction,"Utilité, Fonctionnement","objets, localisation, Apple"
10310,CUST_230,Apple Watch Series 6,Excellente pour le sport,"Suivi précis des activités et super autonomie.",5,Positif,2024-11-02,Oui,Fnac,Français,62,Canada,Joie,"Fonctionnalités, Sport","fitness, santé, suivi"
10311,CUST_231,Apple Pencil 1,Bien mais fragile,"La pointe s'use vite.",3,Neutre,2024-11-03,Non,Amazon,Français,21,France,Frustration,"Durabilité, Design","dessin, créativité, précision"
10312,CUST_232,MacBook Pro 14,Écran incroyable,"Le mini-LED est vraiment bluffant.",5,Positif,2024-11-04,Oui,Darty,Français,60,Suisse,Admiration,"Écran, Qualité","travail, montage, affichage"
10313,CUST_233,iPhone 12 mini,Batterie trop faible,"Trop de recharges nécessaires dans la journée.",2,Négatif,2024-11-05,Non,Apple Store,Français,15,France,Frustration,"Autonomie, Batterie","usage, quotidien, recharge"
10314,CUST_234,Apple Mac Studio,Une bête de course,"Rapide et fiable pour les pros.",5,Positif,2024-11-06,Oui,Fnac,Français,54,Belgique,Joie,"Performance, Fiabilité","travail, pro, puissance"
10315,CUST_235,Apple Watch Ultra,Un vrai tank,"Robuste et parfaite pour les activités outdoor.",5,Positif,2024-11-07,Oui,Amazon,Français,68,France,Admiration,"Solidité, Autonomie","aventure, sport, résistance"
10316,CUST_236,MacBook Air 2020,Trop lent pour certains usages,"Bien pour la bureautique mais pas plus.",3,Neutre,2024-11-08,Non,Darty,Français,32,Canada,Déception,"Performance, Rapidité","travail, bureautique, fluide"
10317,CUST_237,iPhone 15 Pro Max,Incroyable mais cher,"Le meilleur iPhone mais son prix est excessif.",4,Neutre,2024-11-09,Oui,Apple Store,Français,47,France,Déception,"Prix, Qualité","photo, vidéo, premium"
10318,CUST_238,Apple HomePod,Son cristallin,"Idéal pour une maison connectée.",5,Positif,2024-11-10,Oui,Fnac,Français,52,Suisse,Joie,"Son, Connectivité","maison, musique, Apple"
10319,CUST_239,Apple Magic Keyboard pour iPad,Pratique mais trop cher,"Bonne qualité, mais prix excessif.",3,Neutre,2024-11-11,Non,Amazon,Français,28,France,Déception,"Prix, Ergonomie","travail, confort, design"
10320,CUST_240,iPhone 13,Bien équilibré,"Bonne performance et autonomie correcte.",4,Positif,2024-11-12,Oui,Darty,Français,39,Canada,Satisfaction,"Performance, Batterie","usage, quotidien, fluide"
11007,CUST_007,iPhone 15,"Problèmes de batterie","La batterie se décharge trop vite, déçu de ce modèle.",2,Négatif,2024-01-30,Non,Apple Store,Français,12,France,Frustration,"Batterie","autonomie, décharge, performance"
11008,CUST_008,MacBook Pro 16,Problèmes d'écran,"Mon écran s'est fissuré après une chute légère, je m'attendais à plus de robustesse.",1,Négatif,2024-01-28,Oui,Darty,Français,8,Belgique,Colère,"Écran, Robustesse","casse, fragilité, écran"
11009,CUST_009,Apple Watch Ultra,Trop fragile,"L'Apple Watch Ultra s'est fissurée après quelques mois, vraiment déçu.",1,Négatif,2024-01-29,Oui,Amazon,Français,5,France,Colère,"Écran, Fragilité","casse, écran, qualité"
11010,CUST_010,AirPods 3,Inconfort,"Les AirPods ne sont vraiment pas confortables, ils tombent facilement.",2,Négatif,2024-01-22,Non,Fnac,Français,20,Canada,Frustration,"Confort, Son","confort, écoute, qualité"
10011,CUST_011,iPhone 13,"Trop cher pour ce que c'est","L'iPhone 13 est beaucoup trop cher pour la qualité que l'on obtient.",2,Négatif,2024-01-20,Non,Apple Store,Français,25,France,Déception,"Prix, Performance","cher, qualité, performance"
10012,CUST_012,MacBook Air M2,"Très déçu","Le MacBook Air M2 est beaucoup trop lent pour son prix, je regrette cet achat.",1,Négatif,2024-01-15,Oui,Amazon,Français,10,France,Colère,"Performance, Prix","lent, déception, prix"
10013,CUST_013,Apple Watch Series 8,"Autonomie décevante","L'Apple Watch Series 8 ne tient même pas une journée complète, totalement déçu.",2,Négatif,2024-01-17,Non,Apple Store,Français,12,Suisse,Frustration,"Batterie, Autonomie","autonomie, recharge, déception"
10014,CUST_014,iPhone 12,"Problème d'écran tactile","L'écran tactile de l'iPhone 12 ne répond plus après une semaine d'utilisation.",1,Négatif,2024-01-18,Oui,Apple Store,Français,18,France,Colère,"Écran, Performance","écran, tactile, problème"
10015,CUST_015,MacBook Pro 14,"Pas assez puissant","Ce MacBook n'est pas aussi puissant qu'annoncé, il rame lors de tâches simples.",2,Négatif,2024-01-19,Oui,Fnac,Français,15,Belgique,Frustration,"Performance, Vitesse","ramage, lent, performance"
10016,CUST_016,AirPods Pro,"La qualité sonore est décevante","La qualité sonore des AirPods Pro est loin d'être aussi bonne que ce qu'on m'a dit.",2,Négatif,2024-01-14,Non,Darty,Français,10,Canada,Déception,"Son, Confort","son, qualité, écoute"
10017,CUST_017,iPhone 14,"Problème de batterie","La batterie de mon iPhone 14 se décharge trop rapidement, c'est un réel problème.",2,Négatif,2024-01-15,Oui,Apple Store,Français,22,France,Frustration,"Batterie","décharge, autonomie, performance"
10018,CUST_018,MacBook Air,"Trop fragile","Le MacBook Air a eu une fissure sur l'écran après une légère chute, c'est décevant.",1,Négatif,2024-01-12,Non,Amazon,Français,18,France,Colère,"Écran, Robustesse","casse, fragilité, problème"
10019,CUST_019,Apple Watch SE,"Déçu par la batterie","La batterie de l'Apple Watch SE ne dure pas, elle nécessite une recharge quotidienne.",2,Négatif,2024-01-10,Oui,Apple Store,Français,20,Belgique,Frustration,"Batterie, Autonomie","recharge, autonomie, faible"
10020,CUST_020,iPhone 13 Pro,"Pas à la hauteur","Ce modèle n'est pas aussi rapide que mon ancien iPhone, je suis déçu.",2,Négatif,2024-01-11,Oui,Fnac,Français,12,France,Déception,"Performance, Prix","lent, déception, performance"
10021,CUST_021,iPhone 12,"Autonomie décevante","L'autonomie de l'iPhone 12 est bien inférieure à mes attentes, il ne tient même pas toute la journée.",2,Négatif,2024-01-09,Oui,Apple Store,Français,15,France,Frustration,"Batterie, Autonomie","décharge, faible, problème"
10022,CUST_022,MacBook Pro 16,"Chauffe trop","Le MacBook Pro 16 chauffe énormément, je ne peux pas l'utiliser sur mes genoux.",2,Négatif,2024-01-08,Oui,Amazon,Français,10,Canada,Frustration,"Performance, Chauffe","chaleur, performance, inconfort"
10023,CUST_023,Apple Watch Series 8,"Trop cher pour ce que c'est","L'Apple Watch Series 8 n'offre rien de nouveau par rapport à la version précédente, c'est trop cher pour si peu.",1,Négatif,2024-01-06,Oui,Darty,Français,5,France,Déception,"Prix, Fonctionnalités","cher, valeur, déception"
10024,CUST_024,AirPods Max,"Confort médiocre","Le confort des AirPods Max laisse à désirer, ils sont trop lourds et inconfortables après une heure d'utilisation.",2,Négatif,2024-01-05,Non,Apple Store,Français,12,France,Inconfort,"Confort, Son","lourds, inconfort, qualité"
10025,CUST_025,MacBook Air M1,"Problème d'écran","L'écran du MacBook Air M1 a eu un pixel mort après seulement 3 mois, pas très impressionnant.",1,Négatif,2024-01-03,Oui,Amazon,Français,20,Suisse,Colère,"Écran, Qualité","pixel, défaut, écran"
10026,CUST_026,Apple Watch SE,"Autonomie catastrophique","L'Apple Watch SE ne dure pas plus de 10 heures, ce qui est inacceptable pour une montre connectée.",2,Négatif,2024-01-02,Non,Fnac,Français,25,France,Frustration,"Batterie, Autonomie","autonomie, faible, déception"
10027,CUST_027,iPhone 11,"Problème de caméra","La caméra de l'iPhone 11 ne fonctionne plus après la dernière mise à jour, c'est frustrant.",2,Négatif,2024-01-01,Oui,Apple Store,Français,10,Belgique,Frustration,"Caméra, Performance","mauvaise, mise à jour, caméra"
10028,CUST_028,MacBook Pro 14,"Trop cher pour des performances médiocres","Les performances du MacBook Pro 14 sont médiocres pour son prix, j'aurais dû choisir un autre modèle.",2,Négatif,2023-12-30,Non,Amazon,Français,15,France,Déception,"Prix, Performance","cher, lent, déception"
10029,CUST_029,AirPods Pro 2,"Pas à la hauteur","Les AirPods Pro 2 ne sont pas aussi bons que ce que j'avais espéré, ils tombent facilement et la qualité du son est moyenne.",2,Négatif,2023-12-28,Oui,Darty,Français,8,Canada,Déception,"Son, Confort","décevant, qualité sonore, confort"
10030,CUST_030,iPhone 13,"Vraiment déçu","L'iPhone 13 ne répond même pas à mes attentes minimales, il est lent et ses performances sont médiocres.",1,Négatif,2023-12-25,Non,Apple Store,Français,10,France,Colère,"Performance, Vitesse","lent, décevant, frustrant"
10031,CUST_031,Apple Watch Ultra,"Casse facilement","Mon Apple Watch Ultra s'est fissurée après une petite chute, c'est trop fragile pour un produit haut de gamme.",1,Négatif,2023-12-24,Oui,Fnac,Français,18,France,Colère,"Robustesse, Écran","fragilité, casse, écran"
10032,CUST_032,iPhone 12 Pro Max,"Décevant","L'iPhone 12 Pro Max n'apporte rien de nouveau par rapport au modèle précédent, il est trop cher pour des fonctionnalités similaires.",2,Négatif,2023-12-20,Oui,Apple Store,Français,10,France,Déception,"Prix, Fonctionnalités","cher, répétitif, décevant"
10033,CUST_033,MacBook Air,"Très lent","Mon MacBook Air est extrêmement lent et je n'arrive même pas à utiliser des applications de base sans qu'il ne rame.",2,Négatif,2023-12-18,Non,Amazon,Français,20,France,Frustration,"Performance, Vitesse","lent, lenteur, déception"
10034,CUST_034,AirPods 3,"Son médiocre","La qualité sonore des AirPods 3 est vraiment décevante, j'ai déjà eu de meilleurs casques pour moins cher.",2,Négatif,2023-12-15,Oui,Darty,Français,12,Canada,Déception,"Son, Confort","son, qualité, décevant"
10035,CUST_035,Apple Watch Series 9,"Trop fragile","L'Apple Watch Series 9 s'est fissurée après quelques mois d'utilisation. Ce produit est bien trop fragile.",1,Négatif,2023-12-10,Oui,Fnac,Français,18,France,Colère,"Robustesse, Écran","casse, fragilité, déception"
10036,CUST_036,iPhone 13 Mini,"Lent et décevant","L'iPhone 13 Mini est beaucoup trop lent et la batterie ne tient pas assez longtemps.",2,Négatif,2023-12-08,Non,Amazon,Français,15,Canada,Frustration,"Performance, Autonomie","lent, décevant, faible"
10037,CUST_037,MacBook Pro 13,"Autonomie trop faible","L'autonomie du MacBook Pro 13 est beaucoup trop faible, je suis constamment en train de le recharger.",2,Négatif,2023-12-05,Oui,Darty,Français,20,France,Frustration,"Batterie, Autonomie","autonomie, faible, charge"
10038,CUST_038,Apple Watch Series 8,"Pas satisfait","Je ne suis pas du tout satisfait de l'Apple Watch Series 8, son écran est trop petit et son autonomie est décevante.",2,Négatif,2023-12-02,Non,Apple Store,Français,8,Canada,Frustration,"Écran, Autonomie","petit, faible, déception"
